state,Date,Confirmed,Recovered,Deaths,total_vaccinated,TotalSamples,confirmed_cum,active,new_confirmed,new_recovered,new_deaths,population,I,R,S
Andaman and Nicobar Islands,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,0.0,0.0,1000000.0
Andaman and Nicobar Islands,2020-03-26,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1000000,1.0,0.0,999999.0
Andaman and Nicobar Islands,2020-03-27,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1000000,1.0,0.0,999999.0
Andaman and Nicobar Islands,2020-03-28,6.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,0.0,0.0,1000000,6.0,0.0,999994.0
Andaman and Nicobar Islands,2020-03-29,9.0,0.0,0.0,0.0,0.0,17.0,9.0,3.0,0.0,0.0,1000000,9.0,0.0,999991.0
Andaman and Nicobar Islands,2020-03-30,9.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,1000000,9.0,0.0,999991.0
Andaman and Nicobar Islands,2020-03-31,10.0,0.0,0.0,0.0,0.0,36.0,10.0,1.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-01,10.0,0.0,0.0,0.0,0.0,46.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-02,10.0,0.0,0.0,0.0,0.0,56.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-03,10.0,0.0,0.0,0.0,0.0,66.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-04,10.0,0.0,0.0,0.0,0.0,76.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-05,10.0,0.0,0.0,0.0,0.0,86.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-06,10.0,0.0,0.0,0.0,0.0,96.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-07,10.0,0.0,0.0,0.0,0.0,106.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-08,10.0,0.0,0.0,0.0,0.0,116.0,10.0,0.0,0.0,0.0,1000000,10.0,0.0,999990.0
Andaman and Nicobar Islands,2020-04-09,11.0,0.0,0.0,0.0,0.0,127.0,11.0,1.0,0.0,0.0,1000000,11.0,0.0,999989.0
Andaman and Nicobar Islands,2020-04-10,11.0,0.0,0.0,0.0,0.0,138.0,11.0,0.0,0.0,0.0,1000000,11.0,0.0,999989.0
Andaman and Nicobar Islands,2020-04-11,11.0,0.0,0.0,0.0,0.0,149.0,11.0,0.0,0.0,0.0,1000000,11.0,0.0,999989.0
Andaman and Nicobar Islands,2020-04-12,11.0,10.0,0.0,0.0,0.0,160.0,1.0,0.0,10.0,0.0,1000000,1.0,10.0,999989.0
Andaman and Nicobar Islands,2020-04-13,11.0,10.0,0.0,0.0,0.0,171.0,1.0,0.0,0.0,0.0,1000000,1.0,10.0,999989.0
Andaman and Nicobar Islands,2020-04-14,11.0,10.0,0.0,0.0,0.0,182.0,1.0,0.0,0.0,0.0,1000000,1.0,10.0,999989.0
Andaman and Nicobar Islands,2020-04-15,11.0,10.0,0.0,0.0,0.0,193.0,1.0,0.0,0.0,0.0,1000000,1.0,10.0,999989.0
Andaman and Nicobar Islands,2020-04-16,11.0,10.0,0.0,0.0,0.0,204.0,1.0,0.0,0.0,0.0,1000000,1.0,10.0,999989.0
Andaman and Nicobar Islands,2020-04-17,11.0,10.0,0.0,0.0,1403.0,215.0,1.0,0.0,0.0,0.0,1000000,1.0,10.0,999989.0
Andaman and Nicobar Islands,2020-04-18,12.0,11.0,0.0,0.0,0.0,227.0,1.0,1.0,1.0,0.0,1000000,1.0,11.0,999988.0
Andaman and Nicobar Islands,2020-04-19,14.0,11.0,0.0,0.0,0.0,241.0,3.0,2.0,0.0,0.0,1000000,3.0,11.0,999986.0
Andaman and Nicobar Islands,2020-04-20,15.0,11.0,0.0,0.0,0.0,256.0,4.0,1.0,0.0,0.0,1000000,4.0,11.0,999985.0
Andaman and Nicobar Islands,2020-04-21,16.0,11.0,0.0,0.0,0.0,272.0,5.0,1.0,0.0,0.0,1000000,5.0,11.0,999984.0
Andaman and Nicobar Islands,2020-04-22,17.0,11.0,0.0,0.0,0.0,289.0,6.0,1.0,0.0,0.0,1000000,6.0,11.0,999983.0
Andaman and Nicobar Islands,2020-04-23,18.0,11.0,0.0,0.0,0.0,307.0,7.0,1.0,0.0,0.0,1000000,7.0,11.0,999982.0
Andaman and Nicobar Islands,2020-04-24,22.0,11.0,0.0,0.0,2679.0,329.0,11.0,4.0,0.0,0.0,1000000,11.0,11.0,999978.0
Andaman and Nicobar Islands,2020-04-25,27.0,11.0,0.0,0.0,0.0,356.0,16.0,5.0,0.0,0.0,1000000,16.0,11.0,999973.0
Andaman and Nicobar Islands,2020-04-26,33.0,11.0,0.0,0.0,0.0,389.0,22.0,6.0,0.0,0.0,1000000,22.0,11.0,999967.0
Andaman and Nicobar Islands,2020-04-27,33.0,11.0,0.0,0.0,2848.0,422.0,22.0,0.0,0.0,0.0,1000000,22.0,11.0,999967.0
Andaman and Nicobar Islands,2020-04-28,33.0,11.0,0.0,0.0,0.0,455.0,22.0,0.0,0.0,0.0,1000000,22.0,11.0,999967.0
Andaman and Nicobar Islands,2020-04-29,33.0,15.0,0.0,0.0,0.0,488.0,18.0,0.0,4.0,0.0,1000000,18.0,15.0,999967.0
Andaman and Nicobar Islands,2020-04-30,33.0,15.0,0.0,0.0,0.0,521.0,18.0,0.0,0.0,0.0,1000000,18.0,15.0,999967.0
Andaman and Nicobar Islands,2020-05-01,33.0,16.0,0.0,0.0,3754.0,554.0,17.0,0.0,1.0,0.0,1000000,17.0,16.0,999967.0
Andaman and Nicobar Islands,2020-05-02,33.0,16.0,0.0,0.0,0.0,587.0,17.0,0.0,0.0,0.0,1000000,17.0,16.0,999967.0
Andaman and Nicobar Islands,2020-05-03,33.0,17.0,0.0,0.0,0.0,620.0,16.0,0.0,1.0,0.0,1000000,16.0,17.0,999967.0
Andaman and Nicobar Islands,2020-05-04,33.0,32.0,0.0,0.0,0.0,653.0,1.0,0.0,15.0,0.0,1000000,1.0,32.0,999967.0
Andaman and Nicobar Islands,2020-05-05,33.0,32.0,0.0,0.0,0.0,686.0,1.0,0.0,0.0,0.0,1000000,1.0,32.0,999967.0
Andaman and Nicobar Islands,2020-05-06,33.0,32.0,0.0,0.0,0.0,719.0,1.0,0.0,0.0,0.0,1000000,1.0,32.0,999967.0
Andaman and Nicobar Islands,2020-05-07,33.0,32.0,0.0,0.0,0.0,752.0,1.0,0.0,0.0,0.0,1000000,1.0,32.0,999967.0
Andaman and Nicobar Islands,2020-05-08,33.0,33.0,0.0,0.0,0.0,785.0,0.0,0.0,1.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-09,33.0,33.0,0.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-10,33.0,33.0,0.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-11,33.0,33.0,0.0,0.0,0.0,884.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-12,33.0,33.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-13,33.0,33.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-14,33.0,33.0,0.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-15,33.0,33.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-16,33.0,33.0,0.0,0.0,6677.0,1049.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-17,33.0,33.0,0.0,0.0,0.0,1082.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-18,33.0,33.0,0.0,0.0,0.0,1115.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-19,33.0,33.0,0.0,0.0,6965.0,1148.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-20,33.0,33.0,0.0,0.0,7082.0,1181.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-21,33.0,33.0,0.0,0.0,7167.0,1214.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-22,33.0,33.0,0.0,0.0,7263.0,1247.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-23,33.0,33.0,0.0,0.0,7327.0,1280.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-24,33.0,33.0,0.0,0.0,7327.0,1313.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-25,33.0,33.0,0.0,0.0,7363.0,1346.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-26,33.0,33.0,0.0,0.0,7448.0,1379.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-27,33.0,33.0,0.0,0.0,7499.0,1412.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-28,33.0,33.0,0.0,0.0,7519.0,1445.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-29,33.0,33.0,0.0,0.0,7567.0,1478.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-30,33.0,33.0,0.0,0.0,7567.0,1511.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-05-31,33.0,33.0,0.0,0.0,7706.0,1544.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-01,33.0,33.0,0.0,0.0,7805.0,1577.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-02,33.0,33.0,0.0,0.0,8086.0,1610.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-03,33.0,33.0,0.0,0.0,8295.0,1643.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-04,33.0,33.0,0.0,0.0,8413.0,1676.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-05,33.0,33.0,0.0,0.0,8694.0,1709.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-06,33.0,33.0,0.0,0.0,9037.0,1742.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-07,33.0,33.0,0.0,0.0,9242.0,1775.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-08,33.0,33.0,0.0,0.0,9341.0,1808.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-09,33.0,33.0,0.0,0.0,9859.0,1841.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-10,33.0,33.0,0.0,0.0,10010.0,1874.0,0.0,0.0,0.0,0.0,1000000,0.0,33.0,999967.0
Andaman and Nicobar Islands,2020-06-11,34.0,33.0,0.0,0.0,10226.0,1908.0,1.0,1.0,0.0,0.0,1000000,1.0,33.0,999966.0
Andaman and Nicobar Islands,2020-06-12,38.0,33.0,0.0,0.0,10697.0,1946.0,5.0,4.0,0.0,0.0,1000000,5.0,33.0,999962.0
Andaman and Nicobar Islands,2020-06-13,38.0,33.0,0.0,0.0,10955.0,1984.0,5.0,0.0,0.0,0.0,1000000,5.0,33.0,999962.0
Andaman and Nicobar Islands,2020-06-14,38.0,33.0,0.0,0.0,11356.0,2022.0,5.0,0.0,0.0,0.0,1000000,5.0,33.0,999962.0
Andaman and Nicobar Islands,2020-06-15,38.0,33.0,0.0,0.0,11518.0,2060.0,5.0,0.0,0.0,0.0,1000000,5.0,33.0,999962.0
Andaman and Nicobar Islands,2020-06-16,41.0,33.0,0.0,0.0,11809.0,2101.0,8.0,3.0,0.0,0.0,1000000,8.0,33.0,999959.0
Andaman and Nicobar Islands,2020-06-17,44.0,33.0,0.0,0.0,12239.0,2145.0,11.0,3.0,0.0,0.0,1000000,11.0,33.0,999956.0
Andaman and Nicobar Islands,2020-06-18,44.0,33.0,0.0,0.0,12622.0,2189.0,11.0,0.0,0.0,0.0,1000000,11.0,33.0,999956.0
Andaman and Nicobar Islands,2020-06-19,44.0,33.0,0.0,0.0,12930.0,2233.0,11.0,0.0,0.0,0.0,1000000,11.0,33.0,999956.0
Andaman and Nicobar Islands,2020-06-20,45.0,35.0,0.0,0.0,13320.0,2278.0,10.0,1.0,2.0,0.0,1000000,10.0,35.0,999955.0
Andaman and Nicobar Islands,2020-06-21,47.0,36.0,0.0,0.0,13434.0,2325.0,11.0,2.0,1.0,0.0,1000000,11.0,36.0,999953.0
Andaman and Nicobar Islands,2020-06-22,48.0,37.0,0.0,0.0,13511.0,2373.0,11.0,1.0,1.0,0.0,1000000,11.0,37.0,999952.0
Andaman and Nicobar Islands,2020-06-23,48.0,37.0,0.0,0.0,13723.0,2421.0,11.0,0.0,0.0,0.0,1000000,11.0,37.0,999952.0
Andaman and Nicobar Islands,2020-06-24,50.0,40.0,0.0,0.0,13994.0,2471.0,10.0,2.0,3.0,0.0,1000000,10.0,40.0,999950.0
Andaman and Nicobar Islands,2020-06-25,56.0,43.0,0.0,0.0,14277.0,2527.0,13.0,6.0,3.0,0.0,1000000,13.0,43.0,999944.0
Andaman and Nicobar Islands,2020-06-26,59.0,43.0,0.0,0.0,14583.0,2586.0,16.0,3.0,0.0,0.0,1000000,16.0,43.0,999941.0
Andaman and Nicobar Islands,2020-06-27,72.0,43.0,0.0,0.0,14851.0,2658.0,29.0,13.0,0.0,0.0,1000000,29.0,43.0,999928.0
Andaman and Nicobar Islands,2020-06-28,72.0,43.0,0.0,0.0,15094.0,2730.0,29.0,0.0,0.0,0.0,1000000,29.0,43.0,999928.0
Andaman and Nicobar Islands,2020-06-29,76.0,45.0,0.0,0.0,15410.0,2806.0,31.0,4.0,2.0,0.0,1000000,31.0,45.0,999924.0
Andaman and Nicobar Islands,2020-06-30,90.0,46.0,0.0,0.0,15709.0,2896.0,44.0,14.0,1.0,0.0,1000000,44.0,46.0,999910.0
Andaman and Nicobar Islands,2020-07-01,97.0,50.0,0.0,0.0,15982.0,2993.0,47.0,7.0,4.0,0.0,1000000,47.0,50.0,999903.0
Andaman and Nicobar Islands,2020-07-02,100.0,50.0,0.0,0.0,16278.0,3093.0,50.0,3.0,0.0,0.0,1000000,50.0,50.0,999900.0
Andaman and Nicobar Islands,2020-07-03,109.0,51.0,0.0,0.0,16626.0,3202.0,58.0,9.0,1.0,0.0,1000000,58.0,51.0,999891.0
Andaman and Nicobar Islands,2020-07-04,116.0,54.0,0.0,0.0,16832.0,3318.0,62.0,7.0,3.0,0.0,1000000,62.0,54.0,999884.0
Andaman and Nicobar Islands,2020-07-05,119.0,66.0,0.0,0.0,16909.0,3437.0,53.0,3.0,12.0,0.0,1000000,53.0,66.0,999881.0
Andaman and Nicobar Islands,2020-07-06,125.0,72.0,0.0,0.0,17095.0,3562.0,53.0,6.0,6.0,0.0,1000000,53.0,72.0,999875.0
Andaman and Nicobar Islands,2020-07-07,141.0,74.0,0.0,0.0,17381.0,3703.0,67.0,16.0,2.0,0.0,1000000,67.0,74.0,999859.0
Andaman and Nicobar Islands,2020-07-08,147.0,75.0,0.0,0.0,17643.0,3850.0,72.0,6.0,1.0,0.0,1000000,72.0,75.0,999853.0
Andaman and Nicobar Islands,2020-07-09,149.0,77.0,0.0,0.0,17852.0,3999.0,72.0,2.0,2.0,0.0,1000000,72.0,77.0,999851.0
Andaman and Nicobar Islands,2020-07-10,151.0,83.0,0.0,0.0,18046.0,4150.0,68.0,2.0,6.0,0.0,1000000,68.0,83.0,999849.0
Andaman and Nicobar Islands,2020-07-11,156.0,92.0,0.0,0.0,18315.0,4306.0,64.0,5.0,9.0,0.0,1000000,64.0,92.0,999844.0
Andaman and Nicobar Islands,2020-07-12,163.0,93.0,0.0,0.0,18447.0,4469.0,70.0,7.0,1.0,0.0,1000000,70.0,93.0,999837.0
Andaman and Nicobar Islands,2020-07-13,163.0,93.0,0.0,0.0,18609.0,4632.0,70.0,0.0,0.0,0.0,1000000,70.0,93.0,999837.0
Andaman and Nicobar Islands,2020-07-14,166.0,109.0,0.0,0.0,18884.0,4798.0,57.0,3.0,16.0,0.0,1000000,57.0,109.0,999834.0
Andaman and Nicobar Islands,2020-07-15,166.0,109.0,0.0,0.0,19061.0,4964.0,57.0,0.0,0.0,0.0,1000000,57.0,109.0,999834.0
Andaman and Nicobar Islands,2020-07-16,176.0,130.0,0.0,0.0,19227.0,5140.0,46.0,10.0,21.0,0.0,1000000,46.0,130.0,999824.0
Andaman and Nicobar Islands,2020-07-17,180.0,133.0,0.0,0.0,19421.0,5320.0,47.0,4.0,3.0,0.0,1000000,47.0,133.0,999820.0
Andaman and Nicobar Islands,2020-07-18,194.0,142.0,0.0,0.0,19671.0,5514.0,52.0,14.0,9.0,0.0,1000000,52.0,142.0,999806.0
Andaman and Nicobar Islands,2020-07-19,198.0,145.0,0.0,0.0,19904.0,5712.0,53.0,4.0,3.0,0.0,1000000,53.0,145.0,999802.0
Andaman and Nicobar Islands,2020-07-20,203.0,145.0,0.0,0.0,20301.0,5915.0,58.0,5.0,0.0,0.0,1000000,58.0,145.0,999797.0
Andaman and Nicobar Islands,2020-07-21,207.0,152.0,0.0,0.0,20642.0,6122.0,55.0,4.0,7.0,0.0,1000000,55.0,152.0,999793.0
Andaman and Nicobar Islands,2020-07-22,212.0,159.0,0.0,0.0,21043.0,6334.0,53.0,5.0,7.0,0.0,1000000,53.0,159.0,999788.0
Andaman and Nicobar Islands,2020-07-23,221.0,163.0,0.0,0.0,21310.0,6555.0,58.0,9.0,4.0,0.0,1000000,58.0,163.0,999779.0
